poem_style,poem_text,poem_title,poet_cat,poet_name,poem_generate_text,score
فصحى, اري الشرف الاعلي اليك مسلما فلا مجد الا ما الي مجدك انتما وما نال هذا الفضل ماض من الوري وان ناله ات فمنك تعلما وهذا مجال قد ركبت طريقه بكل الوري,أَرى الشَّرَفَ الأَعْلَى إِلَيْكَ مُسَلَّما ,العصر العباسي,ابن حيوس, اري الشرف الاعلي اليك مسلما فلا مجد الا ما الي مجدك انتما وما نال هذا الفضل ماض من الوري وان ناله ات فمنك تعلما وهذا مجال قد ركبت طريقه بكل الوري قدما,0.968
فصحى, لي صاحب قد كنت امل نفعه سبقت صواعقه الي صبيبه رجيته لناءبات فساءني حتي جعلت الناءبات حسيبه ولما سالت زمانه اعناته لكن سالت زمانه تاديبه وعسي معوجه يكون ثقافه ولعل مرضه,لي صاحبٌ قد كنتُ آمُلُ نفعَهُ ,العصر العباسي,ابن الرومي, لي صاحب قد كنت امل نفعه سبقت صواعقه الي صبيبه رجيته لناءبات فساءني حتي جعلت الناءبات حسيبه ولما سالت زمانه اعناته لكن سالت زمانه تاديبه وعسي معوجه يكون ثقافه ولعل مرضه دواء,0.968
فصحى, بين بان الحمي وبان المصلي فاتنات من الظباء الجوازي كل هيفاء ردفها في ارتجاج حين تمشي وعطفها في اهتزاز غادة وعدها مجاز ومن ذا يترجي حقيقة من مجاز هتكتني من بعد,بينَ بان الحِمَى وبانِ المُصلَّى ,العصر العباسي,الشاب الظريف, بين بان الحمي وبان المصلي فاتنات من الظباء الجوازي كل هيفاء ردفها في ارتجاج حين تمشي وعطفها في اهتزاز غادة وعدها مجاز ومن ذا يترجي حقيقة من مجاز هتكتني من بعد ان,0.968
فصحى,  سيبقي القليل من الاكاذيب وترهات مداءح الشعراء لملوك الظلمة وسخافات الشعراء المخنثين والشاعرات السحاقيات سيبقي القليل من مواعظ المدرسين المرتشين والزوجات الغبيات والقليل من الاوامر الادارية بالتعين والفصل والطرد والقليل,القليل من التراب ,العراق,أديب كمال الدين,  سيبقي القليل من الاكاذيب وترهات مداءح الشعراء لملوك الظلمة وسخافات الشعراء المخنثين والشاعرات السحاقيات سيبقي القليل من مواعظ المدرسين المرتشين والزوجات الغبيات والقليل من الاوامر الادارية بالتعين والفصل والطرد والقليل ايضا,0.968
فصحى, لءن كنت محتاجا الي الحلم اني الي الجهل في بعض الاحاين احوج وما كنت ارضي الجهل خدنا وصاحبا ولكني ارضي به حين احرج فان قال قوم ان فيه سماجة فقد صدقوا,لئنْ كنتُ محتاجاً إلى الحلمِ إنَّني ,العصر العباسي,محمد بن حازم الباهلي, لءن كنت محتاجا الي الحلم اني الي الجهل في بعض الاحاين احوج وما كنت ارضي الجهل خدنا وصاحبا ولكني ارضي به حين احرج فان قال قوم ان فيه سماجة فقد صدقوا فيما,0.968
فصحى, اسلم سلمت ولا سليم علي البلي فني الرجال ذو القوي فنيت كيف السلامة ان ارد ت سلامة والموت يطلبني ولست افوت واقيل حيث اري فلا اخفي له و يري فلا يعيا,إسلمْ سلمتَ ولا سليمَ على البلى ,العصر الجاهلي,السموأل, اسلم سلمت ولا سليم علي البلي فني الرجال ذو القوي فنيت كيف السلامة ان ارد ت سلامة والموت يطلبني ولست افوت واقيل حيث اري فلا اخفي له و يري فلا يعيا به,0.968
فصحى,  لا تساوم بين مظلوم وظالم لا تساوم حين ياتي الثار يجتاح المظالم لا تساوم بين امر اله في العدل وهاتيك المزاعم لا تساوم ايها المذبوح في الوطن المسالم انهم صبوا,من قصيدة: لا تساوم ! ,السودان,سيد أحمد الحردلو,  لا تساوم بين مظلوم وظالم لا تساوم حين ياتي الثار يجتاح المظالم لا تساوم بين امر اله في العدل وهاتيك المزاعم لا تساوم ايها المذبوح في الوطن المسالم انهم صبوا علي,0.968
فصحى, ابسمي كالورد في الفجر الصباء وابسمي كالنجم ان جن المساء واذا ما كفن الثلج الثري واذا ما ستر الغيم السماء وتعري الروض من ازهاره وتواري النور في كهف الشتاء فاحلمي بالصيف,ابسمي ,لبنان,إيليا أبو ماضي, ابسمي كالورد في الفجر الصباء وابسمي كالنجم ان جن المساء واذا ما كفن الثلج الثري واذا ما ستر الغيم السماء وتعري الروض من ازهاره وتواري النور في كهف الشتاء فاحلمي بالصيف واس,0.968
فصحى, يا مليحة الدعج هل لديك من فرج ام تراك قاتلتي بالدلال والغنج من لحسن وجهك من سوء فعلك السمج عاذلي حسبكما قد غرقت في لج ”هل علي ويحكما ان لهوت من,يا مليحة َ الدَّعجِ ,العصر الأندلسي,ابن عبد ربه, يا مليحة الدعج هل لديك من فرج ام تراك قاتلتي بالدلال والغنج من لحسن وجهك من سوء فعلك السمج عاذلي حسبكما قد غرقت في لج ”هل علي ويحكما ان لهوت من ظ,0.968
فصحى, ابصرت في عينيك نخل بلادي و قوافلا تعنو لصوت الحادي و صوامعا خضرا وقلبا ابيضا و ملاءكا يشدون بالاوراد ابصرت ,غادة  ,الجزائر,رياض بن يوسف, ابصرت في عينيك نخل بلادي و قوافلا تعنو لصوت الحادي و صوامعا خضرا وقلبا ابيضا و ملاءكا يشدون بالاوراد ابصرت �,0.951
فصحى,انت تمضي ايها المستقيم دون ان تلتفت لجمال التعرجات علي الورق انت تملك الوصول وانا املك السعة,خطوط ,العراق,عدنان الصائغ,انت تمضي ايها المستقيم دون ان تلتفت لجمال التعرجات علي الورق انت تملك الوصول وانا املك السعة لوصول وانت يا رب الهوي لا فرق بين وجهك الجميل في كل,0.563
فصحى, وليلة سامرت عيني كواكبها نادمت فيها الصبا والنوم مطرود يستنبط الراح ما تخفي النفوس وقد جادت بما منعته الكاعب الرود والراح يفتر عن در وعن ذهب فالتبر منسكب والدر معقود يا,ولَيْلَة ٍ سَامَرَتْ عَيْنِي كَوَاكِبَهَا ,العصر العباسي,ابن دريد, وليلة سامرت عيني كواكبها نادمت فيها الصبا والنوم مطرود يستنبط الراح ما تخفي النفوس وقد جادت بما منعته الكاعب الرود والراح يفتر عن در وعن ذهب فالتبر منسكب والدر معقود يا ليت,0.968
فصحى, هي الشمس مغربها في الكل ومطلعها من جيوب الحل وغصن ترشف ماء الشباب ثراه الهوي وجناه الامل تهادي لطيفة طي الوشاح وترنو ضعيفة كر المقل وتبرز خلف حجاب العفاف وتسفري تحت,هيَ الشّمسُ، مغرِبُها في الكللْ؛ ,العصر الأندلسي,ابن زيدون, هي الشمس مغربها في الكل ومطلعها من جيوب الحل وغصن ترشف ماء الشباب ثراه الهوي وجناه الامل تهادي لطيفة طي الوشاح وترنو ضعيفة كر المقل وتبرز خلف حجاب العفاف وتسفري تحت النقاب,0.968
فصحى, عديت عنك بمنطقي فعداكا وشكوت غيرك اذ رايت هواكا عرضت بالشكوي بغيرك شبهة وكنيت عنك وما اريد سواكا,عـدّيْتُ عنـك بمـنطقـي ، فـعداكَـا ,العصر العباسي,أبو نواس, عديت عنك بمنطقي فعداكا وشكوت غيرك اذ رايت هواكا عرضت بالشكوي بغيرك شبهة وكنيت عنك وما اريد سواكا وقلت قد,0.897
فصحى, فكان جوابي ان حجبت وهكذا يكون جواب المبتغي الغوث من قبر,فكان جوابي أنْ حُجبتُ وهكذا ,العصر العباسي,ابن الرومي, فكان جوابي ان حجبت وهكذا يكون جواب المبتغي الغوث من قبر وان كنت قد امنت علي كل حال فمنك اليوم في حل ومرتحل وانت امرء,0.427
فصحى, عجبت لشاعر من حي سوء ضءيل الجسم مبطان هجين,عَجِبْتُ لِشَاعِرٍ من حَيِّ سُوءٍ ,العصر الإسلامي,الأقيشر السعدي, عجبت لشاعر من حي سوء ضءيل الجسم مبطان هجين في القباءل يا عمرو بن هند اني تركت كليب كذي القرنين غير بني الاش,0.375
فصحى, اخبر النفس انما النفس كالعي دان من بين نابت وهشيم من ديار غشيتها دارسات بين قارات ضاحك فالهزيم,أخبرِ النفسِ إنما النفسُ كالعيـ ,العصر الإسلامي,عدي بن الرقاع, اخبر النفس انما النفس كالعي دان من بين نابت وهشيم من ديار غشيتها دارسات بين قارات ضاحك فالهزيم من شءبوب غ,0.853
فصحى, ابحرت فيك و قد تركت حياتي و فقدت في كهف الردي مرساتي اقتات من دهري الانين و ما اري غير الاسي و تصارع النكبات هل لي بكاس من بحورك مسكر انسي,يا شعر ,مصر,مروة دياب, ابحرت فيك و قد تركت حياتي و فقدت في كهف الردي مرساتي اقتات من دهري الانين و ما اري غير الاسي و تصارع النكبات هل لي بكاس من بحورك مسكر انسي اله,0.968
فصحى, لعمرك ما في الارض كهل مجرب ولا ناشيء الا لاثم مراهق اذا بض بالشيء القليل فانه لسوء السجايا بالتبجح فاهق ولو كان من هذي الشواهق سيد ثنته المنايا وهو بالنفس شاهق,لَعَمرُكَ! ما في الأرضِ كهلٌ مجَرَّبٌ، ,العصر العباسي,أبوالعلاء المعري, لعمرك ما في الارض كهل مجرب ولا ناشيء الا لاثم مراهق اذا بض بالشيء القليل فانه لسوء السجايا بالتبجح فاهق ولو كان من هذي الشواهق سيد ثنته المنايا وهو بالنفس شاهق علي,0.968
فصحى, يا بديع الحسن والقد به وجدي بديع يا ربيع العين الا انه مرعي منيع انا من حبيك حملت الذي لا استطيع فاذا باسمك ناديت اجابتني الدموع,يا بديع الحسن والقد ,العصر العباسي,البحتري, يا بديع الحسن والقد به وجدي بديع يا ربيع العين الا انه مرعي منيع انا من حبيك حملت الذي لا استطيع فاذا باسمك ناديت اجابتني الدموع واذا بي,0.927
فصحى, وروضة عقدت ايدي الربيع بها نورا بنور وتزويجا بتزويج بملقح من سواريها وملقحة وناتج من غواديها ومنتوج توشحت بملاة غير ملحمة من نورها ورداء غير منسوج فالبست حل الموشي زهرتها وجلتها,وروضة ٍ عقدتْ أيدي الربيع بها ,العصر الأندلسي,ابن عبد ربه, وروضة عقدت ايدي الربيع بها نورا بنور وتزويجا بتزويج بملقح من سواريها وملقحة وناتج من غواديها ومنتوج توشحت بملاة غير ملحمة من نورها ورداء غير منسوج فالبست حل الموشي زهرتها وجلتها يد,0.968
فصحى, يا عين لو اغضيت يوم النوي ما كان يوما حسنا ان يري كلفت اجفانك ما لو جري برمل يبرين شكا او جري جناية عرضت قلبي لها فاحتملي اولي بها من جني,يا عين لو أغضيتِ يومَ النوى ,العصر العباسي,مهيار الديلمي, يا عين لو اغضيت يوم النوي ما كان يوما حسنا ان يري كلفت اجفانك ما لو جري برمل يبرين شكا او جري جناية عرضت قلبي لها فاحتملي اولي بها من جني لا,0.968
فصحى, صوارمهم علقت بالكشوح مكان تماءمهم والعوذ وما يمنع الخاءفين الحمام لبس دروعهم والخوذ,صوارِمُهُم عُلّقَتْ بالكُشوحِ، ,العصر العباسي,أبوالعلاء المعري, صوارمهم علقت بالكشوح مكان تماءمهم والعوذ وما يمنع الخاءفين الحمام لبس دروعهم والخوذ وان كنت ما بين الرجال ولمتي,0.674
فصحى,تطيح الزلازل بالابنية وتهوي بها مثل كوم تراب تطير السطوح كاغطية العلب المعدنية تطير النوافذ صافقة بجناحين مثل ملاءكة تخبط غارقة في بحار الظلام تبحث عن منفذ في السداد النهور فتكسرها ثم,ألزلزال ,العراق,ليث الصندوق,تطيح الزلازل بالابنية وتهوي بها مثل كوم تراب تطير السطوح كاغطية العلب المعدنية تطير النوافذ صافقة بجناحين مثل ملاءكة تخبط غارقة في بحار الظلام تبحث عن منفذ في السداد النهور فتكسرها ثم تص,0.968
فصحى, سيدي شكرا لنعماك التي داركنا حين اعي امرنا كم تدلنا لمن نقصده وبنعماك تهذب قدرنا,سيدي شكراً لنعماك التي ,العصر الأندلسي,ابن نباتة المصري, سيدي شكرا لنعماك التي داركنا حين اعي امرنا كم تدلنا لمن نقصده وبنعماك تهذب قدرنا منا فنحن نري,0.828
فصحى, سقني الاسكركع الصن بر في جعضلفونه واجعل الفيجن في الاف واه منه بغضونه انه مصفاة اعلا ه وعطر لبطونه وليكن من صنعة الكو في غريد زبونه واطبخ الدباء والحي راب لونا,سَقِّني الأسكركع الصِّنْ ,العصر العباسي,ابن الرومي, سقني الاسكركع الصن بر في جعضلفونه واجعل الفيجن في الاف واه منه بغضونه انه مصفاة اعلا ه وعطر لبطونه وليكن من صنعة الكو في غريد زبونه واطبخ الدباء والحي راب لونا وش,0.968
فصحى, حمدت الهي اني لم اجدكما عن الجوع ماوي او من الخوف مهربا ضبيبان جحليان في امن الكدي اذا ما احسا حارش اليل ذنبا تباعدت حتي عيرا بي بعدما تقربت حتي عيرا,حَمِدْتُ إلَهِي أَنَّنِي لَمْ أَجِدْكُمَا ,العصر الإسلامي,الحطيئة, حمدت الهي اني لم اجدكما عن الجوع ماوي او من الخوف مهربا ضبيبان جحليان في امن الكدي اذا ما احسا حارش اليل ذنبا تباعدت حتي عيرا بي بعدما تقربت حتي عيرا الي,0.968
فصحى, بحب المصطفي المختار قلبي مغرم مغري وحب علي الفاروق والسبطين والزهرا وحب ابي الحسين امام ال المصطفي طرا هم ذخري اذا مستني الباساء والضرا وهم عوني في الاولي وهم غوثي في,بحب المصطفى المختار قلبي مغرم مغرى ,العصر الأندلسي,الهبل, بحب المصطفي المختار قلبي مغرم مغري وحب علي الفاروق والسبطين والزهرا وحب ابي الحسين امام ال المصطفي طرا هم ذخري اذا مستني الباساء والضرا وهم عوني في الاولي وهم غوثي في الاخري,0.968
فصحى, وجدت ابن ادم في غرة بما يستفيد وما يطرف تعلق دنياه قبل الفطام وما زال يداب حتي خرف وتسمو لطارفها عينه وخير لناظرها لو طرف يسر بها عصر اقبالها كان تغيرها,وجدتُ ابنَ آدَمَ في غِرّةٍ، ,العصر العباسي,أبوالعلاء المعري, وجدت ابن ادم في غرة بما يستفيد وما يطرف تعلق دنياه قبل الفطام وما زال يداب حتي خرف وتسمو لطارفها عينه وخير لناظرها لو طرف يسر بها عصر اقبالها كان تغيرها ما,0.968
فصحى,الطويل الا من لقلب لا يبل غليله وناظر عين لا تجف دموعه خليلي هلا تسعدان متيما يري كل يوم في النوي ما يروعه نات دار احبابي وشط مزارها فبان عن الجفن القريح,الا من لقلب لا يبل غليله ,العراق,محمد حسن أبو المحاسن,الطويل الا من لقلب لا يبل غليله وناظر عين لا تجف دموعه خليلي هلا تسعدان متيما يري كل يوم في النوي ما يروعه نات دار احبابي وشط مزارها فبان عن الجفن القريح ف,0.968
فصحى,قيثارة في الصبح ترفع وجهك الشفاف‏ يغتسل المدي بجناح عصفور من الفيروز‏ ينتظر الحبيب ظلال انثاه لتملا راحتيه‏ بالندي‏ والذكريات تسيل حنجرة مشرعة لعزف الماء في جسد الصدي‏ شمس تمد عباءة الايقاع,قيثارة الفجر والجسد ,سوريا,علاء الدين عبد المولى,قيثارة في الصبح ترفع وجهك الشفاف‏ يغتسل المدي بجناح عصفور من الفيروز‏ ينتظر الحبيب ظلال انثاه لتملا راحتيه‏ بالندي‏ والذكريات تسيل حنجرة مشرعة لعزف الماء في جسد الصدي‏ شمس تمد عباءة الايقاع الب�,0.968
فصحى, علام تصب في اذني وقحك وتشهر حين تلقاني سلاحك اتوصد باب قلبك عن وفاءي وتفتح لرياح الهوج ساحك لقد خدعتك خاءنة اليالي وسامك من اهانك واستباحك وغرنك المطامع حين اوحت اليك,خائنة الليالي ,السعودية,أحمد سالم باعطب, علام تصب في اذني وقحك وتشهر حين تلقاني سلاحك اتوصد باب قلبك عن وفاءي وتفتح لرياح الهوج ساحك لقد خدعتك خاءنة اليالي وسامك من اهانك واستباحك وغرنك المطامع حين اوحت اليك بانك,0.968
فصحى, ازرع المعروف حزنا وسهلا واحصد الكفار سبيا وقتلا واقتض الرحمن فتحا قريبا كلما جل تناهي اجلا كفء ما اوليت حمدا وشكرا وصدقت اله قولا وفعلا وعمت الخلق عرفا وجودا وسعت الارض,إزرع المعروف حزنا وسهلا ,العصر الأندلسي,ابن دارج القسطلي, ازرع المعروف حزنا وسهلا واحصد الكفار سبيا وقتلا واقتض الرحمن فتحا قريبا كلما جل تناهي اجلا كفء ما اوليت حمدا وشكرا وصدقت اله قولا وفعلا وعمت الخلق عرفا وجودا وسعت الارض فضلا,0.968
فصحى,اناي اليك اذا ما الموت ‏ باغت حلمي النامي علي شفة المساء اناي اليك مسافرا كالريح تبحث عن نوافذ لا تطل علي الفناء اناي اليك الان والمدي ساحات حرب واحتراق ودماء ,أنأى اليك الآن ,فلسطين,منذر أبو حلتم,اناي اليك اذا ما الموت ‏ باغت حلمي النامي علي شفة المساء اناي اليك مسافرا كالريح تبحث عن نوافذ لا تطل علي الفناء اناي اليك الان والمدي ساحات حرب واحتراق ودماء �,0.967
فصحى, لا تمدحن فتي ترجو نوافله ولا تزر غيره ما عاش عباد اذا ترحل اقوام اجرتهم عادت اليك بما يثنون عواد الست غيث حيا لناس ماطره وكل غيث له في الارض رواد,لا تمدحن فتى ترجو نوافله ,العصر الإسلامي,الفرزدق, لا تمدحن فتي ترجو نوافله ولا تزر غيره ما عاش عباد اذا ترحل اقوام اجرتهم عادت اليك بما يثنون عواد الست غيث حيا لناس ماطره وكل غيث له في الارض رواد ل�,0.968
فصحى, ولي شبابك لم نعم بنضرته ولم نفز من تمنينا بمامول فما ادكار عهود منك ما ظفرت فيها الاماني بوعد غير مطول ايام تعصف بالاحشاء دامية بناظر من بقايا السحر مكحول وتستطيل,ولَّى شبابك لم ننعم بنضرته ,مصر,زكي مبارك, ولي شبابك لم نعم بنضرته ولم نفز من تمنينا بمامول فما ادكار عهود منك ما ظفرت فيها الاماني بوعد غير مطول ايام تعصف بالاحشاء دامية بناظر من بقايا السحر مكحول وتستطيل علي,0.968
فصحى, قلت يوما لرقاشي وقد سب الموالي ما الذي نحاك عن اص لك من عم وخال قال لي قد كنت مولي زمنا ثم بدا لي انا بالبصرة مولي عربي بالجبال انا حقا,قلتُ يوماً للرّقاشـيَ ، ,العصر العباسي,أبو نواس, قلت يوما لرقاشي وقد سب الموالي ما الذي نحاك عن اص لك من عم وخال قال لي قد كنت مولي زمنا ثم بدا لي انا بالبصرة مولي عربي بالجبال انا حقا مسلم,0.968
فصحى,لماذا احبك وهل تسال الارض لماذا تحب الشجر وهل تسال الاغنيات لماذا تراقص عزف الوتر وهل يسال العاشقون لماذا السهر وهل تسال الشمس لماذا تكحل بالضوء عين القمر وكيف احبك احبك جدول,لماذا … وكيف ؟!  ,فلسطين,زينب حبش,لماذا احبك وهل تسال الارض لماذا تحب الشجر وهل تسال الاغنيات لماذا تراقص عزف الوتر وهل يسال العاشقون لماذا السهر وهل تسال الشمس لماذا تكحل بالضوء عين القمر وكيف احبك احبك جدول ماء,0.968
فصحى, اهبط الي الارض فخذ جلمدا ثم ارمهم يا مزن بالجلمد لا تسقهم من سبل قطرة فانهم حرب بني احمد اشاقتك المنازل اشاقتك المنزل بعد هند وتربيها وذات الدل دعد منازل اقفرت,اهبط إلى الأرض فخذ جلمدا ,العصر العباسي,السيد الحميري, اهبط الي الارض فخذ جلمدا ثم ارمهم يا مزن بالجلمد لا تسقهم من سبل قطرة فانهم حرب بني احمد اشاقتك المنازل اشاقتك المنزل بعد هند وتربيها وذات الدل دعد منازل اقفرت قبل,0.968
فصحى,  لم اجد من اشكو له لا تديروا ظهوركم له لا تودعوه فهو يعرفكم واحدا واحدا يحفر اسماء زواره سجلات الامواج اعرفه كنت اطل كل صباح ندي القي السلام عليه عليه,سجلاّت البحر الميّت ,فلسطين,عزالدين المناصرة,  لم اجد من اشكو له لا تديروا ظهوركم له لا تودعوه فهو يعرفكم واحدا واحدا يحفر اسماء زواره سجلات الامواج اعرفه كنت اطل كل صباح ندي القي السلام عليه عليه كما,0.968
فصحى, انفرط العقد ويا حسنه حباته تجري كقطر الندي لا انفراط العقد الذي ضمكم وليك ذاك العقد نعم الفدي اما التي قلده جيدها وحبذا الجيد وما قلدا لو ان شيءا زاءلا حسنه,انفرط العقد ويا حسنه ,لبنان,جبران خليل جبران, انفرط العقد ويا حسنه حباته تجري كقطر الندي لا انفراط العقد الذي ضمكم وليك ذاك العقد نعم الفدي اما التي قلده جيدها وحبذا الجيد وما قلدا لو ان شيءا زاءلا حسنه لكن,0.968
فصحى,ستعودين من حدود الكتابة يا عصافير عمرنا المستابة مثل غيم علي السماء مطل ينهض الان في نشيج سحابة كلما هز عاشق شجر الروح واساقطت بنت غابة فتذوبين خفقة من نعاس وتغنين في,إليها ,سوريا,عيسى الشيخ حسن,ستعودين من حدود الكتابة يا عصافير عمرنا المستابة مثل غيم علي السماء مطل ينهض الان في نشيج سحابة كلما هز عاشق شجر الروح واساقطت بنت غابة فتذوبين خفقة من نعاس وتغنين في خ,0.968
فصحى,عينان زرقاوان ينعس فيهما لون الغدير ارنو فينساب الخيال و ينصب القلب الكسير و اغيب في نغم يذوب و في غماءم من عبير بيضاء مكسال التلوي تستفيق علي خرير ناء يموت و,عينان زرقاوان ,العراق,بدر شاكر السياب,عينان زرقاوان ينعس فيهما لون الغدير ارنو فينساب الخيال و ينصب القلب الكسير و اغيب في نغم يذوب و في غماءم من عبير بيضاء مكسال التلوي تستفيق علي خرير ناء يموت و ان,0.968
فصحى, سبتني صفات السكري الذي حكي بضاعته حتي عدمت قراري مكر لفظ في ثنيات مبسم واحمر خد في نبات عذار,سبتني صفات السكريّ الذي حكى ,العصر الأندلسي,ابن نباتة المصري, سبتني صفات السكري الذي حكي بضاعته حتي عدمت قراري مكر لفظ في ثنيات مبسم واحمر خد في نبات عذاره فنيت منه علي,0.813
فصحى,في طريق اليل ضاع الحادث الثاني وضاعت زهرة الصبار لا تسل عني لماذا جنتي في النار جنتي في النار فالهوي اسرار والذي بغضي علي جمر الغضا اسرار يا الذي تطفي الهوي بالصبر,المساورة أمام الباب الثاني ,العراق,مظفر النواب,في طريق اليل ضاع الحادث الثاني وضاعت زهرة الصبار لا تسل عني لماذا جنتي في النار جنتي في النار فالهوي اسرار والذي بغضي علي جمر الغضا اسرار يا الذي تطفي الهوي بالصبر والس,0.968
فصحى, يا سلم ذات الوضح العذاب وربة المعصم ذي الخضاب والكفل الرجراج في الحقاب والفاحم الاسود كالغراب بحق تلك القبل الطياب بعد التجني منك والعتاب الا كشفت اليوم عني ما بي جاء,يا سلمَ ذات الوضحِ العذابِ ,العصر العباسي,دعبل  الخزاعي, يا سلم ذات الوضح العذاب وربة المعصم ذي الخضاب والكفل الرجراج في الحقاب والفاحم الاسود كالغراب بحق تلك القبل الطياب بعد التجني منك والعتاب الا كشفت اليوم عني ما بي جاء بها,0.968
فصحى,كلما لسعته الشمس في بركة من عرق طابور مدج بوردة الانتظار الماهر حلم بصباح معم بغمامة كاهن يرعي قطعان النسيم بيد من هواء في الان الذي يهب بيد معدنية اقراص الشمس لحوت,أقراص الشمس ,السعودية,محمد الحارثي,كلما لسعته الشمس في بركة من عرق طابور مدج بوردة الانتظار الماهر حلم بصباح معم بغمامة كاهن يرعي قطعان النسيم بيد من هواء في الان الذي يهب بيد معدنية اقراص الشمس لحوت بعد,0.968
فصحى, العيد اقبل باسم الثغر ومناه ان تحيا مدي الدهر حتي تعيش بغبطة ابدا ويعد من ايامك الغر فاهنا به واسعد بطالعه ماضي العزيمة نافذ الامر وافاك يحمل في بشاءره ما شءت,العيدُ أقبَلَ باسِمَ الثغر ,مصر,مصطفى لطفي المنفلوطي, العيد اقبل باسم الثغر ومناه ان تحيا مدي الدهر حتي تعيش بغبطة ابدا ويعد من ايامك الغر فاهنا به واسعد بطالعه ماضي العزيمة نافذ الامر وافاك يحمل في بشاءره ما شءت عن,0.968
فصحى, يا حبيبا سلا ولم اسل عنه انت تستحسن الوفاء فكنه ت فاكرمه يبتدي او اهنه,يا حَبيباً سَلا، ولم أسلُ عَنهُ، ,العصر العباسي,ابن المعتز, يا حبيبا سلا ولم اسل عنه انت تستحسن الوفاء فكنه ت فاكرمه يبتدي او اهنه ابغضه واحسرتي لك انه لي ع,0.706
